	Unnamed: 0	def_count	id	l_pit	moments_x	moments_y	ratio	s_pit	wxh
1077	1077	36.0	1225.jpg	0.0	168.0	323.0	2.33333333333	3.0	173901.0
813	813	41.0	1327.jpg	0.0	169.0	291.0	2.05072463768	0.0	156216.0
1295	1295	37.0	1480.jpg	0.0	208.0	293.0	1.73043478261	0.0	205965.0
409	409	35.0	1516.jpg	0.0	199.0	306.0	1.88529411765	3.0	217940.0
99	99	30.0	3.jpg	0.0	398.0	235.0	0.611821086262	4.0	239758.0
1175	1175	28.0	66.jpg	0.0	352.0	210.0	0.629948364888	5.0	212646.0
550	550	31.0	275.jpg	0.0	394.0	223.0	0.579617834395	4.0	228592.0
690	690	29.0	628.jpg	0.0	358.0	188.0	0.541195476575	3.0	207365.0
571	571	30.0	801.jpg	0.0	366.0	202.0	0.604838709677	6.0	232500.0
388	388	34.0	1081.jpg	0.0	356.0	197.0	0.571661237785	6.0	215514.0
503	503	30.0	1130.jpg	0.0	388.0	205.0	0.550925925926	5.0	231336.0
943	943	42.0	1171.jpg	0.0	332.0	193.0	0.631118881119	4.0	206492.0
772	772	29.0	1366.jpg	0.0	372.0	180.0	0.511075949367	1.0	204136.0
364	364	38.0	1436.jpg	0.0	323.0	192.0	0.617132867133	6.0	201916.0
591	591	43.0	35.jpg	0.0	131.0	252.0	2.2315270936	0.0	91959.0
1203	1203	43.0	267.jpg	0.0	116.0	240.0	2.38068181818	0.0	73744.0
857	857	40.0	539.jpg	0.0	108.0	236.0	2.53048780488	0.0	68060.0
622	622	40.0	618.jpg	0.0	122.0	290.0	2.63212435233	0.0	98044.0
726	726	37.0	733.jpg	0.0	121.0	256.0	2.55056179775	0.0	80812.0
842	842	37.0	777.jpg	0.0	105.0	268.0	3.29054054054	0.0	72076.0
621	621	45.0	803.jpg	0.0	113.0	276.0	2.85393258427	0.0	90424.0
1229	1229	37.0	1006.jpg	0.0	114.0	259.0	2.80357142857	0.0	79128.0
36	36	33.0	1294.jpg	0.0	95.0	234.0	3.18320610687	0.0	54627.0
1267	1267	40.0	1348.jpg	0.0	114.0	231.0	2.49112426036	0.0	71149.0
1052	1052	49.0	263.jpg	0.0	501.0	198.0	0.358469945355	0.0	300120.0
826	826	58.0	307.jpg	0.0	492.0	190.0	0.351111111111	0.0	284400.0
831	831	44.0	435.jpg	0.0	469.0	176.0	0.328874024526	0.0	264615.0
320	320	58.0	497.jpg	0.0	511.0	203.0	0.384787472036	0.0	307536.0
1575	1575	54.0	812.jpg	0.0	489.0	178.0	0.320652173913	0.0	271400.0
609	609	55.0	979.jpg	0.0	557.0	201.0	0.334302325581	0.0	356040.0
589	589	59.0	1194.jpg	0.0	560.0	211.0	0.363545816733	0.0	366460.0
199	199	50.0	1282.jpg	0.0	503.0	189.0	0.354051054384	0.0	287419.0
1445	1445	54.0	1365.jpg	0.0	516.0	222.0	0.366502463054	1.0	377580.0
218	218	72.0	1380.jpg	0.0	530.0	218.0	0.4	0.0	380250.0
1188	1188	39.0	664.jpg	0.0	314.0	154.0	0.455223880597	0.0	130784.0
902	902	33.0	851.jpg	0.0	349.0	178.0	0.488410596026	4.0	178180.0
1209	1209	35.0	879.jpg	0.0	340.0	143.0	0.368421052632	1.0	127813.0
65	65	48.0	918.jpg	0.0	429.0	182.0	0.404438964242	4.0	266008.0
523	523	48.0	1100.jpg	0.0	310.0	184.0	0.514234875445	3.0	162418.0
194	194	45.0	1244.jpg	0.0	346.0	141.0	0.394603709949	0.0	138762.0
1542	1542	44.0	1253.jpg	0.0	324.0	151.0	0.424295774648	2.0	136888.0
396	396	35.0	1329.jpg	0.0	341.0	148.0	0.418439716312	1.0	133104.0
262	262	40.0	1339.jpg	0.0	322.0	141.0	0.426258992806	1.0	131772.0
784	784	39.0	1353.jpg	0.0	284.0	136.0	0.418556701031	0.0	98455.0
327	327	32.0	67.jpg	0.0	435.0	173.0	0.341968911917	4.0	203808.0
1301	1301	32.0	202.jpg	0.0	432.0	185.0	0.384210526316	4.0	221920.0
862	862	23.0	349.jpg	0.0	494.0	207.0	0.37900128041	5.0	231176.0
1066	1066	33.0	487.jpg	0.0	392.0	183.0	0.43005952381	1.0	194208.0
521	521	35.0	852.jpg	0.0	409.0	203.0	0.449358059914	7.0	220815.0
196	196	34.0	944.jpg	0.0	438.0	182.0	0.362134688691	3.0	224295.0
1365	1365	25.0	989.jpg	0.0	448.0	182.0	0.392612859097	2.0	209797.0
259	259	33.0	1168.jpg	0.0	430.0	208.0	0.405080213904	3.0	226644.0
239	239	29.0	1454.jpg	0.0	430.0	207.0	0.408847184987	4.0	227530.0
1552	1552	28.0	1529.jpg	0.0	471.0	211.0	0.354192740926	6.0	226117.0
529	529	24.0	485.jpg	1.0	703.0	309.0	0.331187410587	3.0	647274.0
1177	1177	37.0	693.jpg	2.0	725.0	271.0	0.419535628503	1.0	654476.0
999	999	46.0	724.jpg	0.0	646.0	286.0	0.397893030794	3.0	605894.0
164	164	53.0	730.jpg	0.0	547.0	221.0	0.410334346505	2.0	399735.0
1406	1406	39.0	753.jpg	1.0	632.0	211.0	0.364554637282	1.0	432333.0
1348	1348	42.0	1180.jpg	2.0	500.0	247.0	0.476872246696	1.0	393164.0
174	174	46.0	1388.jpg	1.0	535.0	216.0	0.432712215321	2.0	403788.0
5	5	40.0	1459.jpg	0.0	624.0	288.0	0.47470101196	3.0	560892.0
737	737	38.0	1559.jpg	1.0	620.0	211.0	0.335209003215	2.0	518748.0
816	816	33.0	1571.jpg	1.0	443.0	196.0	0.380638063806	2.0	314514.0
1156	1156	6.0	130.jpg	3.0	389.0	411.0	0.987586206897	2.0	519100.0
1563	1563	9.0	262.jpg	5.0	464.0	500.0	0.889150943396	2.0	639392.0
1499	1499	11.0	329.jpg	4.0	467.0	563.0	0.989988876529	3.0	800110.0
500	500	8.0	354.jpg	5.0	515.0	560.0	0.896480331263	2.0	836556.0
88	88	9.0	417.jpg	3.0	423.0	493.0	0.932853717026	2.0	648852.0
426	426	10.0	802.jpg	3.0	426.0	452.0	0.899234693878	3.0	552720.0
488	488	8.0	1024.jpg	3.0	408.0	465.0	0.995973154362	4.0	552790.0
524	524	8.0	1093.jpg	3.0	408.0	451.0	0.923566878981	3.0	569125.0
332	332	8.0	1262.jpg	3.0	346.0	394.0	0.986627043091	3.0	446872.0
116	116	11.0	1446.jpg	3.0	471.0	531.0	0.844680851064	2.0	746360.0
220	220	44.0	127.jpg	0.0	487.0	145.0	0.237770193402	0.0	183711.0
287	287	51.0	132.jpg	0.0	511.0	138.0	0.237306843267	0.0	194790.0
170	170	46.0	796.jpg	0.0	533.0	138.0	0.232936078007	0.0	198445.0
358	358	50.0	1098.jpg	0.0	476.0	141.0	0.248554913295	0.0	185975.0
225	225	53.0	1113.jpg	0.0	502.0	130.0	0.216304347826	0.0	183080.0
1103	1103	51.0	1144.jpg	0.0	510.0	126.0	0.220173535792	0.0	187166.0
1399	1399	53.0	1268.jpg	0.0	503.0	148.0	0.23640399556	0.0	191913.0
251	251	48.0	1469.jpg	0.0	476.0	150.0	0.244094488189	0.0	192913.0
172	172	51.0	1475.jpg	0.0	510.0	129.0	0.21359223301	0.0	183546.0
1351	1351	51.0	1572.jpg	0.0	539.0	140.0	0.223974763407	0.0	202563.0
1179	1179	53.0	40.jpg	0.0	138.0	271.0	2.33333333333	0.0	102900.0
1043	1043	49.0	43.jpg	0.0	133.0	284.0	2.53333333333	0.0	111720.0
436	436	48.0	543.jpg	0.0	125.0	267.0	2.57291666667	0.0	94848.0
321	321	41.0	545.jpg	0.0	122.0	263.0	2.49473684211	0.0	90060.0
110	110	58.0	875.jpg	0.0	133.0	259.0	2.22380952381	0.0	98070.0
379	379	57.0	911.jpg	0.0	139.0	280.0	2.38666666667	0.0	120825.0
944	944	56.0	975.jpg	0.0	132.0	267.0	2.4068627451	0.0	100164.0
548	548	56.0	1326.jpg	0.0	112.0	254.0	2.62068965517	0.0	79344.0
203	203	52.0	1491.jpg	0.0	134.0	281.0	2.50943396226	0.0	112784.0
494	494	58.0	1494.jpg	0.0	143.0	266.0	2.20454545455	0.0	106700.0
1382	1382	30.0	20.jpg	0.0	358.0	172.0	0.442196531792	0.0	211752.0
363	363	30.0	247.jpg	0.0	335.0	196.0	0.531881804044	0.0	219906.0
715	715	25.0	433.jpg	0.0	338.0	202.0	0.572131147541	0.0	212890.0
1567	1567	33.0	451.jpg	0.0	374.0	185.0	0.475757575758	0.0	207240.0
1271	1271	20.0	657.jpg	0.0	331.0	196.0	0.572815533981	0.0	218772.0
1495	1495	30.0	726.jpg	0.0	329.0	192.0	0.564227642276	0.0	213405.0
1157	1157	26.0	860.jpg	0.0	370.0	203.0	0.511210762332	1.0	228798.0
449	449	20.0	862.jpg	0.0	341.0	196.0	0.535384615385	1.0	226200.0
773	773	24.0	1090.jpg	0.0	358.0	197.0	0.494134897361	0.0	229834.0
992	992	28.0	1231.jpg	0.0	326.0	178.0	0.510236220472	1.0	205740.0
26	26	20.0	29.jpg	0.0	178.0	251.0	1.65993265993	8.0	146421.0
45	45	23.0	245.jpg	0.0	190.0	238.0	1.5251572327	9.0	154230.0
115	115	20.0	303.jpg	0.0	199.0	255.0	1.47321428571	9.0	166320.0
480	480	30.0	521.jpg	0.0	167.0	273.0	1.79094076655	10.0	147518.0
606	606	27.0	808.jpg	0.0	169.0	226.0	1.60299625468	7.0	114276.0
519	519	30.0	885.jpg	0.0	176.0	265.0	1.66343042071	8.0	158826.0
1075	1075	22.0	1276.jpg	0.0	172.0	257.0	1.58095238095	10.0	156870.0
148	148	22.0	1299.jpg	0.0	140.0	237.0	1.93506493506	7.0	103257.0
517	517	24.0	1305.jpg	0.0	191.0	242.0	1.54248366013	8.0	144432.0
387	387	22.0	1563.jpg	0.0	179.0	237.0	1.56551724138	7.0	131660.0
1325	1325	30.0	72.jpg	7.0	553.0	369.0	0.695287958115	3.0	634120.0
1426	1426	34.0	194.jpg	5.0	583.0	296.0	0.5009765625	4.0	525312.0
446	446	26.0	298.jpg	5.0	533.0	282.0	0.538461538462	4.0	433251.0
40	40	20.0	333.jpg	5.0	584.0	298.0	0.538382804504	6.0	513902.0
827	827	31.0	460.jpg	6.0	525.0	294.0	0.584401709402	2.0	511992.0
289	289	31.0	912.jpg	6.0	579.0	324.0	0.575817641229	3.0	586229.0
1446	1446	24.0	916.jpg	5.0	466.0	285.0	0.660561660562	3.0	443079.0
397	397	40.0	1089.jpg	5.0	427.0	297.0	0.670076726343	4.0	409768.0
350	350	23.0	1170.jpg	7.0	563.0	372.0	0.642566191446	1.0	619642.0
217	217	29.0	1523.jpg	4.0	447.0	269.0	0.61147327249	4.0	359723.0
129	129	61.0	375.jpg	0.0	472.0	183.0	0.327702702703	1.0	258408.0
1160	1160	61.0	481.jpg	0.0	663.0	188.0	0.270138323841	1.0	408028.0
1060	1060	58.0	876.jpg	0.0	508.0	164.0	0.283080260304	0.0	240642.0
1502	1502	70.0	1120.jpg	0.0	614.0	207.0	0.303003533569	1.0	388276.0
745	745	45.0	1163.jpg	0.0	450.0	163.0	0.344701583435	0.0	232343.0
1302	1302	48.0	1323.jpg	0.0	531.0	176.0	0.283433133733	1.0	284568.0
1457	1457	36.0	1337.jpg	0.0	552.0	230.0	0.358665430955	1.0	417573.0
1264	1264	50.0	1399.jpg	0.0	545.0	192.0	0.32427184466	0.0	344020.0
937	937	49.0	1403.jpg	0.0	599.0	184.0	0.285454545455	1.0	345400.0
424	424	51.0	1552.jpg	0.0	540.0	195.0	0.343189017951	1.0	307775.0
55	55	12.0	11.jpg	7.0	464.0	404.0	0.810538116592	3.0	644916.0
1080	1080	14.0	356.jpg	7.0	549.0	468.0	0.817049808429	3.0	890532.0
1206	1206	15.0	383.jpg	7.0	465.0	352.0	0.685959271168	3.0	597120.0
1415	1415	12.0	389.jpg	7.0	691.0	482.0	0.71860816944	3.0	1255900.0
958	958	9.0	420.jpg	5.0	431.0	327.0	0.692028985507	2.0	474444.0
37	37	13.0	593.jpg	6.0	627.0	487.0	0.767857142857	3.0	1061928.0
662	662	8.0	978.jpg	5.0	488.0	349.0	0.727678571429	2.0	584192.0
1164	1164	12.0	1128.jpg	6.0	455.0	365.0	0.780742459397	4.0	580126.0
368	368	8.0	1432.jpg	5.0	512.0	439.0	0.752466367713	2.0	935485.0
1042	1042	10.0	1582.jpg	6.0	584.0	453.0	0.697368421053	3.0	906300.0
567	567	27.0	108.jpg	0.0	235.0	303.0	1.38043478261	1.0	186944.0
1372	1372	25.0	171.jpg	0.0	227.0	290.0	1.22739018088	0.0	183825.0
438	438	32.0	482.jpg	0.0	236.0	286.0	1.11868686869	1.0	175428.0
0	0	43.0	547.jpg	0.0	248.0	288.0	1.2109375	1.0	178560.0
1016	1016	29.0	603.jpg	0.0	242.0	300.0	1.25198938992	0.0	177944.0
561	561	35.0	951.jpg	0.0	233.0	282.0	1.21173469388	4.0	186200.0
682	682	31.0	1010.jpg	0.0	234.0	303.0	1.29100529101	1.0	184464.0
552	552	44.0	1222.jpg	0.0	236.0	295.0	1.25537634409	0.0	173724.0
613	613	31.0	1359.jpg	0.0	231.0	288.0	1.23333333333	2.0	187590.0
1378	1378	24.0	1402.jpg	0.0	228.0	305.0	1.33597883598	4.0	190890.0
179	179	11.0	355.jpg	5.0	445.0	382.0	0.836686390533	4.0	597415.0
959	959	13.0	377.jpg	7.0	389.0	483.0	1.13598901099	2.0	602056.0
250	250	12.0	446.jpg	7.0	572.0	511.0	0.851528384279	4.0	1116375.0
1579	1579	12.0	468.jpg	5.0	454.0	354.0	0.756986634265	5.0	512729.0
525	525	12.0	563.jpg	6.0	465.0	422.0	0.874722838137	4.0	711678.0
429	429	11.0	900.jpg	6.0	499.0	357.0	0.692060085837	4.0	601140.0
349	349	12.0	1379.jpg	5.0	551.0	474.0	0.815398886827	4.0	947562.0
498	498	12.0	1423.jpg	5.0	373.0	340.0	0.808391608392	4.0	413270.0
1336	1336	11.0	1476.jpg	4.0	410.0	472.0	1.28032345013	5.0	704900.0
183	183	13.0	1531.jpg	5.0	496.0	425.0	0.856347438753	6.0	690562.0
1447	1447	36.0	83.jpg	0.0	92.0	171.0	2.12977099237	0.0	36549.0
749	749	37.0	92.jpg	0.0	110.0	184.0	2.16666666667	0.0	52728.0
909	909	30.0	246.jpg	0.0	104.0	175.0	2.07092198582	1.0	41172.0
936	936	29.0	321.jpg	0.0	102.0	179.0	2.19444444444	0.0	45504.0
1530	1530	42.0	813.jpg	0.0	118.0	198.0	1.96571428571	0.0	60200.0
553	553	39.0	822.jpg	0.0	126.0	214.0	2.04102564103	1.0	77610.0
1380	1380	38.0	1065.jpg	0.0	114.0	202.0	2.18518518519	0.0	57348.0
964	964	43.0	1278.jpg	0.0	103.0	170.0	2.01315789474	0.0	46512.0
50	50	34.0	1549.jpg	0.0	97.0	161.0	2.02919708029	0.0	38086.0
617	617	37.0	1569.jpg	0.0	115.0	188.0	1.92261904762	0.0	54264.0
977	977	12.0	109.jpg	5.0	502.0	345.0	0.698492462312	3.0	691525.0
580	580	11.0	438.jpg	4.0	522.0	327.0	0.668336673347	4.0	665666.0
455	455	13.0	680.jpg	5.0	486.0	373.0	0.748394004283	2.0	652866.0
1333	1333	14.0	823.jpg	2.0	461.0	304.0	0.656839622642	4.0	472336.0
19	19	15.0	858.jpg	5.0	511.0	333.0	0.66703539823	4.0	545112.0
1034	1034	12.0	870.jpg	4.0	525.0	342.0	0.630676084763	3.0	619375.0
344	344	10.0	936.jpg	5.0	505.0	362.0	0.725308641975	2.0	685260.0
626	626	10.0	1341.jpg	4.0	513.0	325.0	0.641988950276	5.0	525805.0
242	242	10.0	1500.jpg	4.0	585.0	358.0	0.643274853801	3.0	677160.0
1296	1296	15.0	1555.jpg	5.0	422.0	332.0	0.765700483092	3.0	524952.0
1138	1138	31.0	31.jpg	0.0	201.0	372.0	1.98761609907	0.0	207366.0
48	48	34.0	84.jpg	0.0	193.0	378.0	2.17607973422	0.0	197155.0
1259	1259	39.0	259.jpg	0.0	189.0	390.0	2.23154362416	0.0	198170.0
993	993	29.0	319.jpg	0.0	214.0	354.0	1.76080691643	0.0	212017.0
1523	1523	31.0	444.jpg	0.0	204.0	362.0	1.95046439628	0.0	203490.0
1562	1562	30.0	491.jpg	0.0	187.0	349.0	1.92834890966	1.0	198699.0
807	807	32.0	784.jpg	0.0	204.0	351.0	1.92424242424	0.0	209550.0
84	84	34.0	919.jpg	0.0	191.0	405.0	2.2119205298	0.0	201736.0
1427	1427	32.0	1016.jpg	0.0	209.0	403.0	2.02461538462	0.0	213850.0
313	313	33.0	1156.jpg	0.0	210.0	386.0	1.8651026393	1.0	216876.0
229	229	27.0	6.jpg	0.0	390.0	169.0	0.399723374827	1.0	208947.0
136	136	24.0	32.jpg	0.0	412.0	160.0	0.335500650195	0.0	198402.0
1431	1431	26.0	64.jpg	0.0	401.0	152.0	0.35046113307	0.0	201894.0
877	877	23.0	120.jpg	0.0	365.0	171.0	0.434720229555	0.0	211191.0
872	872	30.0	190.jpg	0.0	394.0	168.0	0.36546184739	0.0	203931.0
215	215	23.0	278.jpg	0.0	383.0	150.0	0.362416107383	0.0	201150.0
800	800	23.0	327.jpg	0.0	356.0	165.0	0.423295454545	0.0	209792.0
748	748	24.0	692.jpg	0.0	386.0	164.0	0.394736842105	0.0	205770.0
232	232	22.0	866.jpg	0.0	435.0	164.0	0.358344113842	0.0	214121.0
1176	1176	26.0	961.jpg	0.0	403.0	153.0	0.378561736771	0.0	205623.0
566	566	30.0	323.jpg	5.0	300.0	260.0	0.700906344411	5.0	307168.0
1361	1361	28.0	695.jpg	1.0	292.0	204.0	0.547967479675	10.0	207255.0
378	378	30.0	776.jpg	2.0	300.0	219.0	0.616129032258	10.0	236840.0
881	881	30.0	850.jpg	2.0	290.0	219.0	0.614864864865	8.0	215488.0
383	383	34.0	995.jpg	3.0	298.0	205.0	0.568852459016	7.0	211670.0
774	774	31.0	1187.jpg	3.0	320.0	208.0	0.562121212121	7.0	244860.0
273	273	22.0	1210.jpg	1.0	311.0	218.0	0.581081081081	7.0	257742.0
72	72	28.0	1441.jpg	3.0	312.0	214.0	0.547256097561	7.0	235504.0
371	371	29.0	1541.jpg	2.0	324.0	219.0	0.611782477341	9.0	268110.0
1018	1018	26.0	1557.jpg	0.0	336.0	208.0	0.626151012891	10.0	184620.0
778	778	26.0	345.jpg	0.0	314.0	135.0	0.390740740741	0.0	113940.0
1354	1354	25.0	350.jpg	0.0	295.0	130.0	0.380281690141	1.0	93933.0
243	243	22.0	514.jpg	0.0	340.0	140.0	0.369205298013	2.0	134692.0
281	281	25.0	524.jpg	0.0	414.0	188.0	0.402328589909	10.0	240403.0
893	893	29.0	631.jpg	0.0	337.0	143.0	0.388698630137	1.0	132568.0
466	466	26.0	828.jpg	0.0	311.0	149.0	0.415492957746	2.0	134048.0
393	393	18.0	1375.jpg	0.0	312.0	145.0	0.381294964029	3.0	117872.0
1345	1345	24.0	1515.jpg	1.0	304.0	151.0	0.436131386861	1.0	130972.0
586	586	23.0	1548.jpg	0.0	330.0	129.0	0.356302521008	3.0	126140.0
188	188	36.0	1568.jpg	0.0	461.0	169.0	0.355371900826	3.0	254947.0
812	812	35.0	225.jpg	0.0	419.0	161.0	0.358845671267	6.0	227942.0
549	549	35.0	280.jpg	0.0	412.0	179.0	0.459154929577	5.0	231460.0
932	932	27.0	306.jpg	0.0	442.0	160.0	0.359073359073	0.0	216783.0
1293	1293	30.0	379.jpg	0.0	492.0	174.0	0.331346841478	0.0	233242.0
361	361	35.0	917.jpg	0.0	397.0	176.0	0.431400282885	3.0	215635.0
355	355	40.0	934.jpg	0.0	408.0	153.0	0.388362652233	5.0	212093.0
970	970	40.0	1148.jpg	0.0	403.0	177.0	0.441134751773	2.0	219255.0
791	791	32.0	1317.jpg	0.0	450.0	169.0	0.383116883117	2.0	227150.0
650	650	28.0	1356.jpg	0.0	423.0	170.0	0.385752688172	4.0	213528.0
302	302	33.0	1492.jpg	0.0	415.0	186.0	0.411214953271	4.0	230692.0
1231	1231	40.0	54.jpg	0.0	402.0	128.0	0.295454545455	0.0	146432.0
100	100	52.0	103.jpg	0.0	393.0	139.0	0.29469273743	0.0	151076.0
1244	1244	54.0	700.jpg	0.0	351.0	118.0	0.29421221865	0.0	113826.0
1508	1508	52.0	710.jpg	0.0	327.0	120.0	0.318584070796	0.0	101700.0
270	270	41.0	778.jpg	0.0	422.0	132.0	0.279894875164	0.0	162093.0
840	840	51.0	907.jpg	0.0	389.0	121.0	0.274678111588	0.0	134208.0
1505	1505	54.0	927.jpg	0.0	402.0	128.0	0.274215552524	0.0	147333.0
117	117	58.0	1046.jpg	0.0	399.0	153.0	0.341772151899	0.0	172773.0
307	307	54.0	1352.jpg	0.0	400.0	143.0	0.334757834758	0.0	164970.0
596	596	54.0	1561.jpg	0.0	430.0	157.0	0.316831683168	0.0	206848.0
370	370	37.0	15.jpg	0.0	524.0	133.0	0.200966183575	1.0	215280.0
973	973	22.0	620.jpg	0.0	524.0	149.0	0.195989061076	2.0	235855.0
599	599	32.0	704.jpg	0.0	505.0	149.0	0.25250501002	0.0	251496.0
457	457	31.0	847.jpg	0.0	548.0	132.0	0.216438356164	1.0	259515.0
629	629	25.0	976.jpg	0.0	525.0	143.0	0.224299065421	1.0	256800.0
994	994	31.0	1025.jpg	0.0	520.0	131.0	0.199621570482	1.0	223027.0
175	175	25.0	1073.jpg	0.0	506.0	131.0	0.224975222993	0.0	229043.0
916	916	28.0	1077.jpg	0.0	538.0	118.0	0.175531914894	1.0	223344.0
1418	1418	30.0	1472.jpg	0.0	557.0	145.0	0.201577563541	0.0	262430.0
1454	1454	39.0	1543.jpg	0.0	508.0	175.0	0.248359887535	1.0	282755.0
1002	1002	41.0	522.jpg	0.0	318.0	110.0	0.338374291115	0.0	94691.0
1201	1201	47.0	669.jpg	0.0	309.0	134.0	0.419475655431	0.0	119616.0
236	236	46.0	681.jpg	0.0	301.0	114.0	0.320224719101	0.0	91314.0
1478	1478	52.0	1042.jpg	0.0	317.0	126.0	0.317157712305	0.0	105591.0
119	119	49.0	1121.jpg	0.0	331.0	127.0	0.317355371901	0.0	116160.0
1211	1211	50.0	1201.jpg	0.0	332.0	139.0	0.377816291161	0.0	125786.0
1316	1316	36.0	1221.jpg	0.0	278.0	101.0	0.332627118644	0.0	74104.0
819	819	57.0	1442.jpg	0.0	291.0	110.0	0.325490196078	0.0	84660.0
641	641	48.0	1509.jpg	0.0	319.0	117.0	0.328014184397	0.0	104340.0
743	743	45.0	1532.jpg	0.0	322.0	123.0	0.351398601399	0.0	114972.0
1168	1168	42.0	676.jpg	0.0	214.0	283.0	1.34139784946	0.0	185628.0
142	142	45.0	714.jpg	0.0	216.0	293.0	1.31818181818	0.0	184382.0
1230	1230	46.0	741.jpg	0.0	211.0	290.0	1.59077809798	0.0	191544.0
369	369	37.0	798.jpg	0.0	228.0	278.0	1.41711229947	2.0	198220.0
482	482	40.0	867.jpg	0.0	194.0	306.0	1.70414201183	0.0	194688.0
299	299	44.0	1160.jpg	0.0	208.0	291.0	1.50828729282	1.0	197652.0
95	95	39.0	1176.jpg	0.0	212.0	297.0	1.56657223796	1.0	195209.0
718	718	33.0	1200.jpg	0.0	203.0	301.0	1.76737160121	1.0	193635.0
527	527	38.0	1269.jpg	0.0	218.0	270.0	1.38873994638	1.0	193214.0
212	212	38.0	1395.jpg	0.0	211.0	303.0	1.62068965517	0.0	196272.0
437	437	32.0	107.jpg	0.0	304.0	382.0	1.12589928058	4.0	348056.0
984	984	32.0	386.jpg	0.0	334.0	378.0	1.04625199362	4.0	411312.0
1310	1310	38.0	409.jpg	0.0	351.0	403.0	1.07088989442	2.0	470730.0
476	476	38.0	418.jpg	0.0	368.0	443.0	1.10810810811	3.0	547637.0
1048	1048	36.0	685.jpg	0.0	360.0	414.0	1.04208998549	4.0	494702.0
408	408	36.0	959.jpg	0.0	322.0	351.0	1.0415282392	3.0	377454.0
815	815	35.0	1062.jpg	0.0	306.0	347.0	1.01391304348	4.0	335225.0
241	241	41.0	1174.jpg	0.0	360.0	423.0	1.08295625943	4.0	476034.0
405	405	38.0	1482.jpg	0.0	336.0	383.0	1.09523809524	4.0	406203.0
144	144	32.0	1524.jpg	0.0	323.0	381.0	1.05288461538	3.0	409968.0
701	701	38.0	183.jpg	0.0	311.0	263.0	0.769841269841	4.0	305550.0
793	793	40.0	239.jpg	0.0	323.0	308.0	0.808695652174	4.0	385020.0
153	153	36.0	416.jpg	0.0	303.0	267.0	0.779179810726	4.0	313196.0
394	394	37.0	466.jpg	0.0	364.0	372.0	0.838587641866	4.0	527345.0
760	760	44.0	598.jpg	0.0	394.0	389.0	0.868171021378	4.0	615502.0
1084	1084	48.0	637.jpg	0.0	321.0	274.0	0.726872246696	3.0	337095.0
660	660	37.0	1030.jpg	0.0	298.0	276.0	0.835236541599	3.0	313856.0
1260	1260	44.0	1040.jpg	0.0	338.0	339.0	0.836956521739	3.0	453376.0
10	10	37.0	1152.jpg	0.0	301.0	283.0	0.806763285024	3.0	311121.0
1281	1281	39.0	1249.jpg	0.0	356.0	326.0	0.800546448087	4.0	428952.0
357	357	44.0	5.jpg	0.0	231.0	231.0	0.909691629956	3.0	187502.0
880	880	41.0	50.jpg	0.0	226.0	219.0	0.872294372294	4.0	186186.0
1249	1249	36.0	211.jpg	0.0	236.0	224.0	0.842975206612	3.0	197472.0
1429	1429	37.0	459.jpg	0.0	228.0	217.0	0.865217391304	2.0	183080.0
806	806	40.0	649.jpg	0.0	222.0	229.0	0.915742793792	3.0	186263.0
51	51	38.0	942.jpg	0.0	248.0	223.0	0.814285714286	3.0	195510.0
420	420	39.0	1059.jpg	0.0	234.0	212.0	0.801255230126	3.0	183074.0
1491	1491	36.0	1301.jpg	0.0	252.0	220.0	0.746588693957	2.0	196479.0
35	35	35.0	1335.jpg	0.0	251.0	216.0	0.784431137725	3.0	196893.0
485	485	38.0	1544.jpg	0.0	228.0	230.0	0.894967177243	3.0	186913.0
917	917	46.0	436.jpg	0.0	427.0	250.0	0.519058295964	3.0	412996.0
1486	1486	42.0	636.jpg	0.0	469.0	240.0	0.464743589744	2.0	407160.0
141	141	46.0	756.jpg	0.0	367.0	217.0	0.51289009498	2.0	278586.0
1274	1274	40.0	793.jpg	0.0	472.0	262.0	0.495943204868	2.0	482154.0
1558	1558	41.0	855.jpg	0.0	442.0	206.0	0.42064372919	2.0	341479.0
888	888	46.0	1135.jpg	0.0	500.0	275.0	0.482552342971	3.0	485452.0
1141	1141	39.0	1238.jpg	0.0	432.0	251.0	0.487348734873	3.0	402687.0
1165	1165	47.0	1308.jpg	0.0	467.0	231.0	0.440122824974	2.0	420110.0
3	3	41.0	1381.jpg	0.0	392.0	249.0	0.526315789474	3.0	351310.0
1536	1536	39.0	1448.jpg	0.0	415.0	222.0	0.462340672074	2.0	344337.0
603	603	51.0	291.jpg	0.0	202.0	412.0	2.2	0.0	246895.0
1139	1139	54.0	528.jpg	0.0	158.0	309.0	2.1171875	0.0	138752.0
1286	1286	44.0	671.jpg	0.0	162.0	284.0	2.12145748988	0.0	129428.0
147	147	51.0	787.jpg	0.0	183.0	335.0	2.01923076923	0.0	196560.0
467	467	51.0	838.jpg	0.0	172.0	356.0	2.31046931408	0.0	177280.0
343	343	44.0	869.jpg	0.0	154.0	332.0	2.29133858268	0.0	147828.0
844	844	46.0	928.jpg	0.0	177.0	337.0	2.06779661017	2.0	179950.0
1576	1576	53.0	1211.jpg	0.0	188.0	374.0	2.02743902439	1.0	218120.0
637	637	48.0	1218.jpg	0.0	146.0	266.0	2.24537037037	0.0	104760.0
56	56	46.0	1240.jpg	0.0	173.0	379.0	2.22711864407	0.0	193815.0
